,0
WBV,0.016641000184122404
Hematocrit,0.021956374440555877
TotalProtein,-0.02690503209753076
TG0h,-5.7428611302982135
TG4h,8.472413213789812
Age,-0.09624116613341831
Sex,-0.03354652986514101
HDL,-0.09924122246542223
LDL,0.09341650351285054
BMI,-0.06772042054974099
